observation_id,observation_hash,property_id,property_name,source_platform,stay_date,observed_at_jst,room_product_key,room_type_name,rate_plan_key,rate_plan_name,search_adults,search_children,search_rooms,length_of_stay,currency,observed_price,availability_status,inventory_count,inventory_count_semantics,inventory_scope,source_quality,raw_evidence_hash,collector_run_id
"jalan|hammond|2026-10-01|room:スタンダード洋室|plan:【早割プラン☆素泊まり】7日前まで予約で1,000円off!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1|text:【早割プラン☆素泊まり】7日前まで予約で1,000円off!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|2|0|1|1|core_competitor_obs_20260917_045002",8103a56d9ab2bf35f8835ce6285e43badfa86047802fd75c77848d985a8fb2fa,hammond,HAMMOND,jalan,2026-10-01,2026-09-17T05:00:55+09:00,"room:スタンダード洋室|plan:【早割プラン☆素泊まり】7日前まで予約で1,000円off!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1",スタンダード洋室,"text:【早割プラン☆素泊まり】7日前まで予約で1,000円off!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ","【早割プラン☆素泊まり】7日前まで予約で1,000円OFF!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ",2,0,1,1,JPY,13000,AVAILABLE,,UNKNOWN,PRODUCT,MEDIUM,b8b832601e82978c9b5370455d7c4bb78c62198f8507ae750acd1c43e4c543d5,core_competitor_obs_20260917_045002
jalan|hammond|2026-10-01|room:和室二間トリプルベッド|plan:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1|text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|2|0|1|1|core_competitor_obs_20260917_045002,201bd2bcb6a07bb5b83556c5e017b551231d285a8d99982deecee36301df09dc,hammond,HAMMOND,jalan,2026-10-01,2026-09-17T05:00:55+09:00,room:和室二間トリプルベッド|plan:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1,和室二間トリプルベッド,text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ,【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ,2,0,1,1,JPY,19800,AVAILABLE,3,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,9e023e353e7950cbdb513982b767e129e1ae8435183b8e7687c97f95ea598f92,core_competitor_obs_20260917_045002
jalan|hammond|2026-10-01|room:和室角部屋|plan:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1|text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|2|0|1|1|core_competitor_obs_20260917_045002,2ba9e0846f4bdc2ef17b3210cdd45df72bccae479546ad6fe75434af3223b76b,hammond,HAMMOND,jalan,2026-10-01,2026-09-17T05:00:55+09:00,room:和室角部屋|plan:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1,和室角部屋,text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ,【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ,2,0,1,1,JPY,18000,AVAILABLE,3,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,f6b9049e89deb6efba6cb8e3630069766fe402e87151777113024fbfbc264276,core_competitor_obs_20260917_045002
jalan|hammond|2026-10-01|room:スタンダード和室|plan:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1|text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|2|0|1|1|core_competitor_obs_20260917_045002,5e02691aa49e0d2c1e7508ed2c390c7e9713aa0cf0892417ef09198ab658122a,hammond,HAMMOND,jalan,2026-10-01,2026-09-17T05:00:55+09:00,room:スタンダード和室|plan:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1,スタンダード和室,text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ,【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ,2,0,1,1,JPY,14000,AVAILABLE,,UNKNOWN,PRODUCT,MEDIUM,bef1bb2ae1d128d8f49fd575c261c0190f69fbcb47354c2d5586f49c42544c3a,core_competitor_obs_20260917_045002
jalan|hammond|2026-10-01|room:スタンダード洋室|plan:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1|text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|2|0|1|1|core_competitor_obs_20260917_045002,d180b2068e8248e009761120b725ce5e4a9ca1b10f5099fcb3a6547929c241be,hammond,HAMMOND,jalan,2026-10-01,2026-09-17T05:00:55+09:00,room:スタンダード洋室|plan:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ|meal:confirmed_room_only|occ:2a0c1r|los:1,スタンダード洋室,text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ,【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ,2,0,1,1,JPY,14000,AVAILABLE,,UNKNOWN,PRODUCT,MEDIUM,fac680b8ff97b115f9082f387927830de8ce2c95175c839b91d7c4886d11c0a2,core_competitor_obs_20260917_045002
jalan|hammond|2026-10-01|room:和室二間トリプルベッド|plan:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|meal:confirmed_room_only|occ:2a0c1r|los:1|text:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|2|0|1|1|core_competitor_obs_20260917_045002,3faa21b554cd388d7dedac4183b7e8b24f7406eeb46ead2a03bb4cec23ba0a2f,hammond,HAMMOND,jalan,2026-10-01,2026-09-17T05:00:55+09:00,room:和室二間トリプルベッド|plan:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|meal:confirmed_room_only|occ:2a0c1r|los:1,和室二間トリプルベッド,text:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ,【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ,2,0,1,1,JPY,21384,AVAILABLE,3,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,7dda11396184980dd8b36a59586a33dd6a9f0b662c2cdf8eb7694186da505640,core_competitor_obs_20260917_045002
jalan|hammond|2026-10-01|room:和室角部屋|plan:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|meal:confirmed_room_only|occ:2a0c1r|los:1|text:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|2|0|1|1|core_competitor_obs_20260917_045002,ba313b0f79316a361a536d1026369c390ba2bd4a1a79b014b79b76c0b85756f2,hammond,HAMMOND,jalan,2026-10-01,2026-09-17T05:00:55+09:00,room:和室角部屋|plan:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|meal:confirmed_room_only|occ:2a0c1r|los:1,和室角部屋,text:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ,【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ,2,0,1,1,JPY,19440,AVAILABLE,3,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,8e7b9851340ea81a42007d50fbba2b41d610079cc6d0dcf5f8f6f6d3d2dd7843,core_competitor_obs_20260917_045002
jalan|hammond|2026-10-01|room:スタンダード和室|plan:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|meal:confirmed_room_only|occ:2a0c1r|los:1|text:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|2|0|1|1|core_competitor_obs_20260917_045002,6009cc0aefa0df61f44a92f6f17e7f3aedf792048665c490242f52667633b360,hammond,HAMMOND,jalan,2026-10-01,2026-09-17T05:00:55+09:00,room:スタンダード和室|plan:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|meal:confirmed_room_only|occ:2a0c1r|los:1,スタンダード和室,text:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ,【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ,2,0,1,1,JPY,15120,AVAILABLE,,UNKNOWN,PRODUCT,MEDIUM,e13956382278b48ad47bfcfab9e52a1ae9c84875cf6ef063b4c74235f2ade996,core_competitor_obs_20260917_045002
jalan|hammond|2026-10-01|room:スタンダード洋室|plan:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|meal:confirmed_room_only|occ:2a0c1r|los:1|text:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|2|0|1|1|core_competitor_obs_20260917_045002,c8dcb93048ef90fa59abdfb3b5fc31b3d220ecbaaa267b76f819ff6c50ff0796,hammond,HAMMOND,jalan,2026-10-01,2026-09-17T05:00:55+09:00,room:スタンダード洋室|plan:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ|meal:confirmed_room_only|occ:2a0c1r|los:1,スタンダード洋室,text:【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ,【じゃらん限定ポイント10%】ポイント貯めてお得に使おう★蔵王温泉リーズナブルステイ,2,0,1,1,JPY,15120,AVAILABLE,,UNKNOWN,PRODUCT,MEDIUM,7e911e8017fdf9e8fb2d4152e630e4dc306388dd046ee5775bbda2cb196ba48c,core_competitor_obs_20260917_045002
jalan|yoshidaya|2026-10-01|room:和室13畳|plan:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|meal:meal_included|occ:2a0c1r|los:1|text:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|2|0|1|1|core_competitor_obs_20260917_045002,c870ff806c33b17be6bc9257c02c823676796b9ab54f3b7fc8c589e6ad61ad0f,yoshidaya,吉田屋,jalan,2026-10-01,2026-09-17T05:03:33+09:00,room:和室13畳|plan:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|meal:meal_included|occ:2a0c1r|los:1,和室13畳,text:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪,【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪,2,0,1,1,JPY,25300,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,6ddf99153891f9792b064116e285249028dcc7e3b87e2557e4cbbb34b42a114a,core_competitor_obs_20260917_045002
jalan|yoshidaya|2026-10-01|room:和室12.5畳|plan:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|meal:meal_included|occ:2a0c1r|los:1|text:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|2|0|1|1|core_competitor_obs_20260917_045002,41903529bb08d65f395dde11e8524db87619b6aa2e0abcb0c9e5fabf1628da7d,yoshidaya,吉田屋,jalan,2026-10-01,2026-09-17T05:03:33+09:00,room:和室12.5畳|plan:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|meal:meal_included|occ:2a0c1r|los:1,和室12.5畳,text:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪,【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪,2,0,1,1,JPY,23100,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,aa77fe29049a8b12da41c8e70367cbe77f8cd232a9933d83ba7b949033de4042,core_competitor_obs_20260917_045002
jalan|yoshidaya|2026-10-01|room:和室8畳|plan:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|meal:meal_included|occ:2a0c1r|los:1|text:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|2|0|1|1|core_competitor_obs_20260917_045002,d3b602f423100de59f0e64a0ece8767cf41bde5e330cdaa84e4c3b8fb99cf0cd,yoshidaya,吉田屋,jalan,2026-10-01,2026-09-17T05:03:33+09:00,room:和室8畳|plan:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|meal:meal_included|occ:2a0c1r|los:1,和室8畳,text:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪,【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪,2,0,1,1,JPY,20900,AVAILABLE,,UNKNOWN,PRODUCT,MEDIUM,80946ac853872716d2269430b6988b6544924c0f53fda38417828bf4831bd872,core_competitor_obs_20260917_045002
jalan|yoshidaya|2026-10-01|room:和室6畳|plan:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|meal:meal_included|occ:2a0c1r|los:1|text:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|2|0|1|1|core_competitor_obs_20260917_045002,a4ab82a61ae60f8a0de73c672792a28e3f9bc424a4eba8fd111827c71a48a8ce,yoshidaya,吉田屋,jalan,2026-10-01,2026-09-17T05:03:33+09:00,room:和室6畳|plan:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪|meal:meal_included|occ:2a0c1r|los:1,和室6畳,text:【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪,【シニア割プラン】50歳以上限定!大人の贅沢なひととき♪源泉掛け流しの温泉でリフレッシュ♪,2,0,1,1,JPY,18700,AVAILABLE,,UNKNOWN,PRODUCT,MEDIUM,9c8b422568d9f57e1e03e3d12d6558863cfd2e3391c979b0c1cae14f519a6c9f,core_competitor_obs_20260917_045002
jalan|yoshidaya|2026-10-01|room:和室13畳|plan:【じゃらんスペシャルウィーク】温泉と郷土料理に癒される♪連泊にもおすすめ◎|meal:meal_included|occ:2a0c1r|los:1|text:【じゃらんスペシャルウィーク】温泉と郷土料理に癒される♪連泊にもおすすめ◎|2|0|1|1|core_competitor_obs_20260917_045002,3bc55308f82df14d8f01de7dffeca9bf4f12c77734eeae7796c658ffdf2857bd,yoshidaya,吉田屋,jalan,2026-10-01,2026-09-17T05:03:33+09:00,room:和室13畳|plan:【じゃらんスペシャルウィーク】温泉と郷土料理に癒される♪連泊にもおすすめ◎|meal:meal_included|occ:2a0c1r|los:1,和室13畳,text:【じゃらんスペシャルウィーク】温泉と郷土料理に癒される♪連泊にもおすすめ◎,【じゃらんスペシャルウィーク】温泉と郷土料理に癒される♪連泊にもおすすめ◎,2,0,1,1,JPY,25740,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,0ad05a23043c423942bf64dc74762d0417c96f49f5ed5d5a26225afa97571709,core_competitor_obs_20260917_045002
